DRL-001,SNS-temp-01,temp,2021-04-05,2021-04-05T16:34:43,344.33
DRL-001,SNS-speed-02,speed,2021-04-05,2021-04-05T16:34:43,2963.67
DRL-002,SNS-temp-01,temp,2021-04-05,2021-04-05T16:34:43,394.68
DRL-002,SNS-temp-02,temp,2021-04-05,2021-04-05T16:34:43,243.21
DRL-003,SNS-speed-01,speed,2021-04-05,2021-04-05T16:34:43,2764.85
DRL-003,SNS-temp-02,temp,2021-04-05,2021-04-05T16:34:43,467.64
DRL-001,SNS-temp-01,temp,2021-04-05,2021-04-05T16:35:43,477.49
DRL-001,SNS-speed-02,speed,2021-04-05,2021-04-05T16:35:43,2585.14
DRL-002,SNS-speed-01,speed,2021-04-05,2021-04-05T16:35:43,1476.18
DRL-002,SNS-temp-02,temp,2021-04-05,2021-04-05T16:35:43,236.30
DRL-003,SNS-speed-01,speed,2021-04-05,2021-04-05T16:35:43,2758.06
DRL-003,SNS-speed-02,speed,2021-04-05,2021-04-05T16:35:43,2395.54
DRL-001,SNS-temp-01,temp,2021-04-05,2021-04-05T16:36:43,470.02
DRL-002,SNS-temp-01,temp,2021-04-05,2021-04-05T16:36:43,305.87
DRL-001,SNS-temp-01,temp,2021-04-05,2021-04-05T16:37:43,476.31
DRL-001,SNS-temp-02,temp,2021-04-05,2021-04-05T16:37:43,385.13
DRL-002,SNS-speed-01,speed,2021-04-05,2021-04-05T16:37:43,1911.23
DRL-002,SNS-temp-02,temp,2021-04-05,2021-04-05T16:37:43,474.73
DRL-003,SNS-temp-01,temp,2021-04-05,2021-04-05T16:37:43,320.16
DRL-003,SNS-speed-02,speed,2021-04-05,2021-04-05T16:37:43,2039.73
DRL-001,SNS-speed-01,speed,2021-04-05,2021-04-05T16:38:43,2252.54
DRL-001,SNS-temp-02,temp,2021-04-05,2021-04-05T16:38:43,352.42
DRL-002,SNS-speed-01,speed,2021-04-05,2021-04-05T16:38:43,2064.40
DRL-002,SNS-temp-02,temp,2021-04-05,2021-04-05T16:38:43,471.50
DRL-001,SNS-speed-01,speed,2021-04-05,2021-04-05T16:39:43,2228.60
DRL-001,SNS-speed-01,speed,2021-04-05,2021-04-05T16:40:43,1340.79
DRL-001,SNS-speed-02,speed,2021-04-05,2021-04-05T16:40:43,1937.86
DRL-001,SNS-speed-01,speed,2021-04-05,2021-04-05T16:41:43,1892.68
DRL-002,SNS-temp-01,temp,2021-04-05,2021-04-05T16:41:43,462.27
DRL-001,SNS-temp-01,temp,2021-04-05,2021-04-05T16:42:43,488.86
DRL-001,SNS-temp-01,temp,2021-04-05,2021-04-05T16:43:43,438.80
DRL-001,SNS-speed-02,speed,2021-04-05,2021-04-05T16:43:43,2763.38
DRL-002,SNS-temp-01,temp,2021-04-05,2021-04-05T16:43:43,246.93
DRL-002,SNS-temp-02,temp,2021-04-05,2021-04-05T16:43:43,320.71
DRL-003,SNS-temp-01,temp,2021-04-05,2021-04-05T16:43:43,475.65
DRL-003,SNS-temp-02,temp,2021-04-05,2021-04-05T16:43:43,451.85
DRL-001,SNS-speed-01,speed,2021-04-05,2021-04-05T16:44:43,2762.24
DRL-001,SNS-temp-02,temp,2021-04-05,2021-04-05T16:44:43,493.11
DRL-002,SNS-temp-01,temp,2021-04-05,2021-04-05T16:44:43,383.65
DRL-002,SNS-speed-02,speed,2021-04-05,2021-04-05T16:44:43,2144.31
DRL-001,SNS-speed-01,speed,2021-04-05,2021-04-05T16:45:43,2333.17
DRL-001,SNS-temp-01,temp,2021-04-05,2021-04-05T16:46:43,368.17
DRL-001,SNS-speed-02,speed,2021-04-05,2021-04-05T16:46:43,1952.85
DRL-002,SNS-speed-01,speed,2021-04-05,2021-04-05T16:46:43,1299.56
DRL-002,SNS-speed-02,speed,2021-04-05,2021-04-05T16:46:43,2037.27
DRL-001,SNS-temp-01,temp,2021-04-05,2021-04-05T16:47:43,268.47
DRL-002,SNS-speed-01,speed,2021-04-05,2021-04-05T16:47:43,1992.99
DRL-001,SNS-speed-01,speed,2021-04-05,2021-04-05T16:48:43,2849.78
DRL-002,SNS-temp-01,temp,2021-04-05,2021-04-05T16:48:43,467.15
DRL-001,SNS-temp-01,temp,2021-04-05,2021-04-05T16:49:43,412.83
DRL-001,SNS-speed-02,speed,2021-04-05,2021-04-05T16:49:43,2024.07
DRL-002,SNS-temp-01,temp,2021-04-05,2021-04-05T16:49:43,491.89
DRL-002,SNS-temp-02,temp,2021-04-05,2021-04-05T16:49:43,388.39
DRL-001,SNS-speed-01,speed,2021-04-05,2021-04-05T16:50:43,1093.44
DRL-001,SNS-temp-02,temp,2021-04-05,2021-04-05T16:50:43,330.83
DRL-001,SNS-temp-01,temp,2021-04-05,2021-04-05T16:51:43,257.71
DRL-001,SNS-speed-02,speed,2021-04-05,2021-04-05T16:51:43,1182.36
DRL-002,SNS-speed-01,speed,2021-04-05,2021-04-05T16:51:43,2714.17
DRL-002,SNS-speed-02,speed,2021-04-05,2021-04-05T16:51:43,2528.65
DRL-001,SNS-temp-01,temp,2021-04-05,2021-04-05T16:52:43,378.30
DRL-001,SNS-temp-02,temp,2021-04-05,2021-04-05T16:52:43,317.15
DRL-002,SNS-temp-01,temp,2021-04-05,2021-04-05T16:52:43,443.31
DRL-002,SNS-temp-02,temp,2021-04-05,2021-04-05T16:52:43,450.46
DRL-001,SNS-speed-01,speed,2021-04-05,2021-04-05T16:53:43,2464.77
DRL-002,SNS-speed-01,speed,2021-04-05,2021-04-05T16:53:43,2370.87
DRL-001,SNS-temp-01,temp,2021-04-05,2021-04-05T16:54:43,420.83
DRL-002,SNS-temp-01,temp,2021-04-05,2021-04-05T16:54:43,393.84
DRL-001,SNS-temp-01,temp,2021-04-05,2021-04-05T16:55:43,405.82
DRL-001,SNS-temp-01,temp,2021-04-05,2021-04-05T16:56:43,458.90
DRL-001,SNS-speed-02,speed,2021-04-05,2021-04-05T16:56:43,1867.75
DRL-002,SNS-temp-01,temp,2021-04-05,2021-04-05T16:56:43,351.56
DRL-002,SNS-temp-02,temp,2021-04-05,2021-04-05T16:56:43,465.93
DRL-003,SNS-speed-01,speed,2021-04-05,2021-04-05T16:56:43,1662.21
DRL-003,SNS-temp-02,temp,2021-04-05,2021-04-05T16:56:43,219.03
DRL-001,SNS-temp-01,temp,2021-04-05,2021-04-05T16:57:43,339.04
DRL-001,SNS-speed-02,speed,2021-04-05,2021-04-05T16:57:43,2709.33
DRL-002,SNS-temp-01,temp,2021-04-05,2021-04-05T16:57:43,496.77
DRL-002,SNS-temp-02,temp,2021-04-05,2021-04-05T16:57:43,347.96
DRL-003,SNS-speed-01,speed,2021-04-05,2021-04-05T16:57:43,1591.98
DRL-003,SNS-temp-02,temp,2021-04-05,2021-04-05T16:57:43,241.43
DRL-001,SNS-speed-01,speed,2021-04-05,2021-04-05T16:58:43,1475.95
DRL-001,SNS-temp-02,temp,2021-04-05,2021-04-05T16:58:43,357.09
DRL-002,SNS-speed-01,speed,2021-04-05,2021-04-05T16:58:43,1260.67
DRL-002,SNS-speed-02,speed,2021-04-05,2021-04-05T16:58:43,2150.00
DRL-001,SNS-speed-01,speed,2021-04-05,2021-04-05T16:59:43,2887.62
DRL-001,SNS-speed-02,speed,2021-04-05,2021-04-05T16:59:43,1699.93
DRL-002,SNS-speed-01,speed,2021-04-05,2021-04-05T16:59:43,1176.71
DRL-002,SNS-temp-02,temp,2021-04-05,2021-04-05T16:59:43,401.14
DRL-003,SNS-speed-01,speed,2021-04-05,2021-04-05T16:59:43,2825.15
DRL-003,SNS-speed-02,speed,2021-04-05,2021-04-05T16:59:43,2130.28
DRL-001,SNS-temp-01,temp,2021-04-05,2021-04-05T17:00:43,376.31
DRL-001,SNS-temp-02,temp,2021-04-05,2021-04-05T17:00:43,331.31
DRL-001,SNS-temp-01,temp,2021-04-05,2021-04-05T17:01:43,262.36
DRL-001,SNS-speed-02,speed,2021-04-05,2021-04-05T17:01:43,1525.92
DRL-001,SNS-temp-01,temp,2021-04-05,2021-04-05T17:02:43,243.26
DRL-001,SNS-temp-02,temp,2021-04-05,2021-04-05T17:02:43,388.17
DRL-002,SNS-temp-01,temp,2021-04-05,2021-04-05T17:02:43,269.00
DRL-002,SNS-temp-02,temp,2021-04-05,2021-04-05T17:02:43,464.15
DRL-001,SNS-speed-01,speed,2021-04-05,2021-04-05T17:03:43,1464.68
DRL-002,SNS-temp-01,temp,2021-04-05,2021-04-05T17:03:43,353.85
DRL-001,SNS-temp-01,temp,2021-04-05,2021-04-05T17:04:43,426.93
DRL-001,SNS-speed-02,speed,2021-04-05,2021-04-05T17:04:43,1039.50
DRL-001,SNS-speed-01,speed,2021-04-05,2021-04-05T17:05:43,2817.84
DRL-002,SNS-temp-01,temp,2021-04-05,2021-04-05T17:05:43,488.65
DRL-003,SNS-temp-01,temp,2021-04-05,2021-04-05T17:05:43,293.02
DRL-001,SNS-speed-01,speed,2021-04-05,2021-04-05T17:06:43,1967.11
DRL-001,SNS-temp-02,temp,2021-04-05,2021-04-05T17:06:43,346.35
DRL-002,SNS-speed-01,speed,2021-04-05,2021-04-05T17:06:43,1298.93
DRL-002,SNS-temp-02,temp,2021-04-05,2021-04-05T17:06:43,341.71
